,Year,Ceremony,Award ID,Award Type,Award Name,Work,Nominee,Winner
20965,2015,58,660,Work,Best Jazz Instrumental Album,Beautiful Life,Jimmy Greene,False
20966,2015,58,660,Work,Best Jazz Instrumental Album,My Favorite Things,Joey Alexander,False
20967,2015,58,660,Work,Best Jazz Instrumental Album,Covered: Recorded Live At Capitol Studios,Robert Glasper & The Robert Glasper Trio,False
20968,2015,58,660,Work,Best Jazz Instrumental Album,Breathless,Terence Blanchard Featuring The E-Collective,False
20969,2015,58,660,Work,Best Jazz Instrumental Album,Past Present,John Scofield,True
20970,2015,58,661,Work,Best Large Jazz Ensemble Album,Cuba: The Conversation Continues,Arturo O'Farrill & The Afro Latin Jazz Orchestra,False
20971,2015,58,661,Work,Best Large Jazz Ensemble Album,Lines Of Color,Gil Evans Project,False
20972,2015,58,661,Work,Best Large Jazz Ensemble Album,Köln,Marshall Gilkes & WDR Big Band,False
20973,2015,58,661,Work,Best Large Jazz Ensemble Album,Home Suite Home,Patrick Williams,False
20974,2015,58,661,Work,Best Large Jazz Ensemble Album,The Thompson Fields,Maria Schneider Orchestra,True
20975,2015,58,662,Work,Best Latin Jazz Album,Suite Caminos,Gonzalo Rubalcaba,False
20976,2015,58,662,Work,Best Latin Jazz Album,Identities Are Changeable,Miguel Zenón,False
20977,2015,58,662,Work,Best Latin Jazz Album,Impromptu,The Rodriguez Brothers,False
20978,2015,58,662,Work,Best Latin Jazz Album,Intercambio,Wayne Wallace Latin Jazz Quintet,False
20979,2015,58,662,Work,Best Latin Jazz Album,Made In Brazil,Eliane Elias,True
20980,2015,58,664,Work,Best Latin Pop Album,Sirope,Alejandro Sanz,False
20981,2015,58,664,Work,Best Latin Pop Album,Healer,Alex Cuba,False
20982,2015,58,664,Work,Best Latin Pop Album,Algo Sucede,Julieta Venegas,False
20983,2015,58,664,Work,Best Latin Pop Album,Terral,Pablo Alborán,False
20984,2015,58,664,Work,Best Latin Pop Album,A Quien Quiera Escuchar (Deluxe Edition),Ricky Martin,True
20985,2015,58,665,Work,Best Tropical Latin Album,Presente Continuo,Guaco,False
20986,2015,58,665,Work,Best Tropical Latin Album,Tributo A Los Compadres: No Quiero Llanto,"José Alberto ""El Canario"" & Septeto Santiaguero",False
20987,2015,58,665,Work,Best Tropical Latin Album,Todo Tiene Su Hora,Juan Luis Guerra 4.40,False
20988,2015,58,665,Work,Best Tropical Latin Album,Que Suenen Los Tambores,Victor Manuelle,False
20989,2015,58,665,Work,Best Tropical Latin Album,Son De Panamá,Rubén Blades Con Roberto Delgado & Orquesta,True
20990,2015,58,672,Work,Best Music Video,LSD,ASAP Rocky,False
20991,2015,58,672,Work,Best Music Video,Alright,Kendrick Lamar,False
20992,2015,58,672,Work,Best Music Video,Freedom,Pharrell Williams,False
20993,2015,58,672,Work,Best Music Video,I Feel Love (Every Million Miles),The Dead Weather,False
20994,2015,58,672,Work,Best Music Video,Bad Blood,Taylor Swift Featuring Kendrick Lamar,True
20995,2015,58,673,Work,Best Music Film,Sonic Highways,Foo Fighters,False
20996,2015,58,673,Work,Best Music Film,Mr. Dynamite: The Rise Of James Brown,James Brown,False
20997,2015,58,673,Work,Best Music Film,"What Happened, Miss Simone?",Nina Simone,False
20998,2015,58,673,Work,Best Music Film,The Wall,Roger Waters,False
20999,2015,58,673,Work,Best Music Film,Amy,Amy Winehouse,True
21000,2015,58,676,Work,Best New Age Album,Voyager,Catherine Duc,False
21001,2015,58,676,Work,Best New Age Album,Bhakti Without Borders,Madi Das,False
21002,2015,58,676,Work,Best New Age Album,Love,Peter Kater,False
21003,2015,58,676,Work,Best New Age Album,Asia Beauty,Ron Korb,False
21004,2015,58,676,Work,Best New Age Album,Grace,Paul Avgerinos,True
21005,2015,58,683,Work,Best Pop Vocal Album,"How Big, How Blue, How Beautiful",Florence + The Machine,False
21006,2015,58,683,Work,Best Pop Vocal Album,Before This World,James Taylor,False
21007,2015,58,683,Work,Best Pop Vocal Album,Piece By Piece,Kelly Clarkson,False
21008,2015,58,683,Work,Best Pop Vocal Album,Uptown Special,Mark Ronson,False
21009,2015,58,683,Work,Best Pop Vocal Album,1989,Taylor Swift,True
21010,2015,58,685,Work,"Best Engineered Album, Non-Classical",Before This World,"Dave O'Donnell, engineer; Ted Jensen & Justin Shturtz, mastering engineers (James Taylor)",False
21011,2015,58,685,Work,"Best Engineered Album, Non-Classical",Recreational Love,"Greg Kurstin & Alex Pasco, engineers; Emily Lazar, mastering engineer (The Bird And The Bee)",False
21012,2015,58,685,Work,"Best Engineered Album, Non-Classical",Currency Of Man,"Maxime Le Guil, engineer; Bernie Grundman, mastering engineer (Melody Gardot)",False
21013,2015,58,685,Work,"Best Engineered Album, Non-Classical",Wallflower,"Steve Price, Jochem van der Saag & Jorge Vivo, engineers; Paul Blakemore, mastering engineer (Diana Krall)",False
21014,2015,58,685,Work,"Best Engineered Album, Non-Classical",Sound & Color,"Shawn Everett, engineer; Bob Ludwig, mastering engineer (Alabama Shakes)",True
21015,2015,58,686,Nominee,"Producer Of The Year, Non-Classical",,Blake Mills,False
21016,2015,58,686,Nominee,"Producer Of The Year, Non-Classical",,Dave Cobb,False
21017,2015,58,686,Nominee,"Producer Of The Year, Non-Classical",,Diplo,False
21018,2015,58,686,Nominee,"Producer Of The Year, Non-Classical",,Larry Klein,False
21019,2015,58,686,Nominee,"Producer Of The Year, Non-Classical",,Jeff Bhasker,True
21020,2015,58,687,Work,"Best Engineered Album, Classical",Rachmaninoff: All-Night Vigil,"Byeong Joon Hwang & John Newton, engineers; Mark Donahue, mastering engineer (Charles Bruffy, Phoenix Chorale & Kansas City Chorale)",False
21021,2015,58,687,Work,"Best Engineered Album, Classical","Dutilleux: Métaboles; L'Arbre Des Songes; Symphony No. 2, 'Le Double'","Dmitriy Lipay, engineer; Alexander Lipay, mastering engineer (Ludovic Morlot, Augustin Hadelich & Seattle Symphony)",False
21022,2015,58,687,Work,"Best Engineered Album, Classical","Saint-Saëns: Symphony No. 3, 'Organ'","Keith O. Johnson & Sean Royce Martin, engineers; Keith O. Johnson, mastering engineer (Michael Stern & Kansas City Symphony)",False
21023,2015,58,687,Work,"Best Engineered Album, Classical",Monteverdi: Il Ritorno D'Ulisse In Patria,"Robert Friedrich, engineer; Michael Bishop, mastering engineer (Martin Pearlman, Jennifer Rivera, Fernando Guimarães & Boston Baroque)",False
21024,2015,58,687,Work,"Best Engineered Album, Classical",Ask Your Mama,"Leslie Ann Jones, John Kilgore, Nora Kroll-Rosenbaum & Justin Merrill, engineers; Patricia Sullivan, mastering engineer (George Manahan & San Francisco Ballet Orchestra)",True
21025,2015,58,688,Nominee,"Producer Of The Year, Classical",,Blanton Alspaugh,False
21026,2015,58,688,Nominee,"Producer Of The Year, Classical",,Dan Merceruio,False
21027,2015,58,688,Nominee,"Producer Of The Year, Classical",,Manfred Eicher,False
21028,2015,58,688,Nominee,"Producer Of The Year, Classical",,Marina A. Ledin and Victor Ledin (Marina A. Ledin & Victor Ledin),False
21029,2015,58,688,Nominee,"Producer Of The Year, Classical",,Judith Sherman,True
21030,2015,58,694,Work,Best R&B Song,Earned It (Fifty Shades Of Grey),"Ahmad Balshe, Stephan Moccio, Jason Quenneville & Abel Tesfaye, songwriters (The Weeknd)",False
21031,2015,58,694,Work,Best R&B Song,Coffee,"Brook Davis & Miguel Pimentel, songwriters (Miguel)",False
21032,2015,58,694,Work,Best R&B Song,Let It Burn,"Kenny B. Edmonds, Jazmine Sullivan & Dwane M. Weir II, songwriters (Jazmine Sullivan)",False
21033,2015,58,694,Work,Best R&B Song,Shame,"Warryn Campbell, Tyrese Gibson & DJ Rogers Jr., songwriters (Tyrese)",False
21034,2015,58,694,Work,Best R&B Song,Really Love,"D'Angelo, Gina Figueroa & Kendra Foster, songwriters (D'Angelo And The Vanguard)",True
21035,2015,58,695,Work,Best R&B Album,Cheers To The Fall,Andra Day,False
21036,2015,58,695,Work,Best R&B Album,Forever Charlie,Charlie Wilson,False
21037,2015,58,695,Work,Best R&B Album,Reality Show,Jazmine Sullivan,False
21038,2015,58,695,Work,Best R&B Album,Coming Home,Leon Bridges,False
21039,2015,58,695,Work,Best R&B Album,Black Messiah,D'Angelo And The Vanguard,True
21040,2015,58,698,Work,Best Reggae Album,Acousticalevy,Barrington Levy,False
21041,2015,58,698,Work,Best Reggae Album,The Cure,Jah Cure,False
21042,2015,58,698,Work,Best Reggae Album,Zion Awake,Luciano,False
21043,2015,58,698,Work,Best Reggae Album,Branches Of The Same Tree,Rocky Dawuni,False
21044,2015,58,698,Work,Best Reggae Album,Strictly Roots,Morgan Heritage,True
21045,2015,58,703,Work,Best Metal Performance,Identity,August Burns Red,False
21046,2015,58,703,Work,Best Metal Performance,512,Lamb Of God,False
21047,2015,58,703,Work,Best Metal Performance,Thank You,Sevendust,False
21048,2015,58,703,Work,Best Metal Performance,Custer,Slipknot,False
21049,2015,58,703,Work,Best Metal Performance,Cirice,Ghost,True
21050,2015,58,705,Work,Best Rock Song,Ex's & Oh's,"Dave Bassett & Elle King, songwriters (Elle King)",False
21051,2015,58,705,Work,Best Rock Song,Hold Back The River,"Iain Archer & James Bay, songwriters (James Bay)",False
21052,2015,58,705,Work,Best Rock Song,What Kind Of Man,"John Hill, Tom Hull & Florence Welch, songwriters (Florence + The Machine)",False
21053,2015,58,705,Work,Best Rock Song,Lydia,"Richard Meyer, Ryan Meyer & Johnny Stevens, songwriters (Highly Suspect)",False
21054,2015,58,705,Work,Best Rock Song,Don't Wanna Fight,"Alabama Shakes (Zac Cockrell, Heath Fogg, Brittany Howard & Steve Johnson), songwriters (Alabama Shakes)",True
21055,2015,58,706,Work,Best Rock Album,Kintsugi,Death Cab For Cutie,False
21056,2015,58,706,Work,Best Rock Album,Mister Asylum,Highly Suspect,False
21057,2015,58,706,Work,Best Rock Album,Chaos And The Calm,James Bay,False
21058,2015,58,706,Work,Best Rock Album,.5: The Gray Chapter,Slipknot,False
21059,2015,58,706,Work,Best Rock Album,Drones,Muse,True
21060,2015,58,708,Work,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Yes Please,Amy Poehler (& Various Artists),False
21061,2015,58,708,Work,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)","Brief Encounters: Conversations, Magic Moments, And Assorted Hijinks",Dick Cavett,False
21062,2015,58,708,Work,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Patience And Sarah (Isabel Miller),Janis Ian & Jean Smart,False
21063,2015,58,708,Work,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Blood On Snow (Jo Nesbø),Patti Smith,False
21064,2015,58,708,Work,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",A Full Life: Reflections at Ninety,Jimmy Carter,True
21065,2015,58,711,Work,Best Traditional Pop Vocal Album,My Dream Duets,Barry Manilow (& Various Artists),False
21066,2015,58,711,Work,Best Traditional Pop Vocal Album,Shadows In The Night,Bob Dylan,False
21067,2015,58,711,Work,Best Traditional Pop Vocal Album,Stages,Josh Groban,False
21068,2015,58,711,Work,Best Traditional Pop Vocal Album,No One Ever Tells You,Seth MacFarlane,False
21069,2015,58,711,Work,Best Traditional Pop Vocal Album,The Silver Lining: The Songs Of Jerome Kern,Tony Bennett & Bill Charlap,True
21070,2015,58,713,Work,Best Musical Theater Album,Something Rotten!,"Heidi Blickenstaff, Christian Borle, John Cariani, Brian d'Arcy James, Brad Oscar & Kate Reinders, principal soloists; Karey Kirkpatrick & Wayne Kirkpatrick, composers/lyricists; Kurt Deutsch, Karey Kirkpatrick, Wayne Kirkpatrick, Lawrence Manchester, Kevin McCollum & Phil Reno, producers (Originial Broadway Cast)",False
21071,2015,58,713,Work,Best Musical Theater Album,An American In Paris,"Leanne Cope, Max von Essen, Robert Fairchild, Jill Paice & Brandon Uranowitz, principal soloists; Rob Fisher & Scott Lehrer, producers (Original Broadway Cast)",False
21072,2015,58,713,Work,Best Musical Theater Album,Fun Home,"Michael Cerveris, Judy Kuhn, Sydney Lucas, Beth Malone & Emily Skeggs, principal soloists; Philip Chaffin & Tommy Krasker, producers (Original Broadway Cast)",False
21073,2015,58,713,Work,Best Musical Theater Album,The King And I,"Ruthie Ann Miles, Kelli O'Hara, Ashley Park, Conrad Ricamora & Ken Watanabe, principal soloists; David Caddick, David Lai & Ted Sperling, producers (2015 Broadway Cast)",False
21074,2015,58,713,Work,Best Musical Theater Album,Hamilton,"Daveed Diggs, Renée Elise Goldsberry, Jonathan Groff, Christopher Jackson, Jasmine Cephas Jones, Leslie Odom, Jr., Lin-Manuel Miranda, Okieriete Onaodowan, Anthony Ramos & Phillipa Soo, principal soloists; Lin-Manuel Miranda, composer & lyricist; Alex Lacamoire, Lin-Manuel Miranda, Bill Sherman, Ahmir Thompson & Tarik Trotter, producers; Tim Latham & Derik Lee, engineers (Original Broadway Cast)",True
21075,2015,58,715,Work,Best Comedy Album,Just Being Honest,Craig Ferguson,False
21076,2015,58,715,Work,Best Comedy Album,Happy. And A Lot.,Jay Mohr,False
21077,2015,58,715,Work,Best Comedy Album,Back To The Drawing Board,Lisa Lampanelli,False
21078,2015,58,715,Work,Best Comedy Album,Brooklyn,Wyatt Cenac,False
21079,2015,58,715,Work,Best Comedy Album,Live At Madison Square Garden,Louis C.K.,True
21080,2015,58,719,Work,"Best Latin Rock, Urban Or Alternative Album",Amanecer,Bomba Estereo,False
21081,2015,58,719,Work,"Best Latin Rock, Urban Or Alternative Album",Mondongo,La Cuneta Son Machín,False
21082,2015,58,719,Work,"Best Latin Rock, Urban Or Alternative Album",Caja De Música,Monsieur Periné,False
21083,2015,58,719,Work,"Best Latin Rock, Urban Or Alternative Album",Dale,Pitbull,True
21084,2015,58,721,Work,Best Chamber Music/Small Ensemble Performance,Render,Brad Wells & Roomful of Teeth,False
21085,2015,58,721,Work,Best Chamber Music/Small Ensemble Performance,"Flaherty: Airdancing For Toy Piano, Piano & Electronics",Nadia Shpachenko & Genevieve Feiwen Lee,False
21086,2015,58,721,Work,Best Chamber Music/Small Ensemble Performance,Shostakovich: Piano Quintet & String Quartet No. 2,Takács Quartet & Marc-André Hamelin,False
21087,2015,58,721,Work,Best Chamber Music/Small Ensemble Performance,Brahms: The Piano Trios,"Tanja Tetzlaff, Christian Tetzlaff & Lars Vogt",False
21088,2015,58,721,Work,Best Chamber Music/Small Ensemble Performance,Filament,Eighth Blackbird,True
21089,2015,58,723,Work,Best Rap Album,Compton,Dr. Dre,False
21090,2015,58,723,Work,Best Rap Album,If Youre Reading This Its Too Late,Drake,False
21091,2015,58,723,Work,Best Rap Album,2014 Forest Hills Drive,J. Cole,False
21092,2015,58,723,Work,Best Rap Album,The Pinkprint,Nicki Minaj,False
21093,2015,58,723,Work,Best Rap Album,To Pimp A Butterfly,Kendrick Lamar,True
21094,2015,58,725,Work,Best Traditional R&B Performance,My Favorite Part Of You,Charlie Wilson,False
21095,2015,58,725,Work,Best Traditional R&B Performance,He Is,Faith Evans,False
21096,2015,58,725,Work,Best Traditional R&B Performance,Let It Burn,Jazmine Sullivan,False
21097,2015,58,725,Work,Best Traditional R&B Performance,Shame,Tyrese,False
21098,2015,58,725,Work,Best Traditional R&B Performance,Little Ghetto Boy,Lalah Hathaway,True
21099,2015,58,735,Work,Best Compilation Soundtrack For Visual Media,Empire: Season 1,(Various Artists),False
21100,2015,58,735,Work,Best Compilation Soundtrack For Visual Media,Fifty Shades Of Grey,(Various Artists),False
21101,2015,58,735,Work,Best Compilation Soundtrack For Visual Media,Pitch Perfect 2,(Various Artists),False
21102,2015,58,735,Work,Best Compilation Soundtrack For Visual Media,Selma,(Various Artists),False
21103,2015,58,735,Work,Best Compilation Soundtrack For Visual Media,Glen Campbell: I'll Be Me,(Various Artists),True
21104,2015,58,738,Work,Best Rap/Sung Collaboration,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,False
21105,2015,58,738,Work,Best Rap/Sung Collaboration,Glory,Common & John Legend,False
21106,2015,58,738,Work,Best Rap/Sung Collaboration,Classic Man,Jidenna Featuring Roman GianArthur,False
21107,2015,58,738,Work,Best Rap/Sung Collaboration,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",False
21108,2015,58,738,Work,Best Rap/Sung Collaboration,These Walls,"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",True
21109,2015,58,739,Work,Best Remixed Recording,Say My Name (RAC Remix),"André Allen Anjos, remixer (Odesza Featuring Zyra)",False
21110,2015,58,739,Work,Best Remixed Recording,Hold On (Fatum Remix),"Bill Hamel & Chad Newbold, remixers (JES, Shant, & Clint Maximus)",False
21111,2015,58,739,Work,Best Remixed Recording,Berlin By Overnight (CFCF Remix),"CFCF, remixer (Daniel Hope)",False
21112,2015,58,739,Work,Best Remixed Recording,Runaway (U & I) (Kaskade Remix),"Kaskade, remixer (Galantis)",False
21113,2015,58,739,Work,Best Remixed Recording,Uptown Funk (Dave Audé Remix),"Dave Audé, remixer (Mark Ronson Featuring Bruno Mars)",True
21114,2015,58,745,Work,Best Rap Song,All Day,"Ernest Brown, Tyler Bryant, Sean Combs, Mike Dean, Rennard East, Noah Goldstein, Malik Yusef Jones, Karim Kharbouch, Allan Kyariga, Kendrick Lamar, Paul McCartney, Victor Mensah, Charles Njapa, Che Pope, Patrick Reynolds, Allen Ritter, Kanye West, Mario Winans & Cydel Young, songwriters (Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney)",False
